Geneid,Length,Description
TRINITY_DN263653_c0_g1_i1,801,Inosine-5'-monophosphate dehydrogenase
TRINITY_DN207286_c0_g8_i1,801,NA
TRINITY_DN193787_c0_g2_i1,801,"30S ribosomal protein S21, chloroplastic"
TRINITY_DN199419_c1_g2_i2,800,NA
TRINITY_DN201826_c0_g1_i1,800,NA
TRINITY_DN205747_c1_g5_i1,800,Phosphoglycerate mutase-like protein 4
TRINITY_DN193578_c12_g1_i2,800,NA
TRINITY_DN216792_c1_g1_i6,800,NA
TRINITY_DN203982_c1_g3_i1,800,F-box protein At1g10780
TRINITY_DN213453_c1_g3_i2,800,NA
TRINITY_DN180407_c0_g1_i1,799,NA
TRINITY_DN217759_c1_g1_i2,799,Double homeobox protein 4-like protein 7
TRINITY_DN212762_c0_g2_i1,799,NA
TRINITY_DN211142_c0_g3_i1,799,NA
TRINITY_DN184208_c0_g1_i3,799,NA
TRINITY_DN212913_c1_g4_i1,799,NA
TRINITY_DN199726_c1_g1_i1,798,NA
TRINITY_DN197181_c0_g1_i1,798,NA
TRINITY_DN217208_c1_g2_i1,798,NA
TRINITY_DN214100_c0_g2_i2,797,NA
TRINITY_DN251333_c0_g1_i1,797,Glypican-1
TRINITY_DN180818_c0_g1_i1,797,NA
TRINITY_DN215603_c0_g1_i1,797,"50S ribosomal protein L19, chloroplastic"
TRINITY_DN232476_c0_g1_i1,797,Deoxyribonuclease-1-like 1
TRINITY_DN211967_c3_g3_i1,796,NA
TRINITY_DN198669_c4_g3_i1,796,Cytochrome P450 94C1
TRINITY_DN182792_c0_g1_i1,796,MICOS complex subunit Mic19
TRINITY_DN197345_c1_g2_i4,796,NA
TRINITY_DN95307_c0_g1_i2,796,NA
TRINITY_DN205088_c1_g4_i1,795,NA
TRINITY_DN249499_c0_g1_i1,795,NA
TRINITY_DN205637_c0_g4_i1,795,NA
TRINITY_DN144361_c0_g1_i1,795,NA
TRINITY_DN207963_c2_g1_i1,795,NA
TRINITY_DN196679_c0_g4_i2,794,S-norcoclaurine synthase 2
TRINITY_DN216966_c0_g1_i1,794,NA
TRINITY_DN190162_c8_g2_i1,794,NA
TRINITY_DN192214_c0_g1_i1,794,NA
TRINITY_DN188786_c0_g2_i1,794,NA
TRINITY_DN180390_c0_g1_i1,793,Probable glutathione S-transferase parC
TRINITY_DN209719_c1_g3_i1,793,NA
TRINITY_DN201017_c0_g1_i1,793,NA
TRINITY_DN195007_c1_g2_i2,792,"Receptor homology region, transmembrane domain- and RING domain-containing protein 1"
TRINITY_DN181607_c0_g1_i1,791,NA
TRINITY_DN205684_c0_g1_i2,791,NA
TRINITY_DN210700_c1_g1_i5,790,NA
TRINITY_DN212947_c0_g1_i1,790,NA
TRINITY_DN136872_c0_g1_i1,789,NA
TRINITY_DN216362_c1_g2_i2,789,NA
TRINITY_DN205245_c2_g1_i1,789,NA
TRINITY_DN214553_c0_g1_i1,789,NA
TRINITY_DN247470_c0_g1_i1,788,NA
TRINITY_DN213197_c0_g4_i1,788,NA
TRINITY_DN194065_c0_g1_i1,788,NA
TRINITY_DN217676_c2_g2_i2,788,NA
TRINITY_DN200193_c0_g2_i1,788,NA
TRINITY_DN203022_c2_g3_i3,788,NA
TRINITY_DN199040_c5_g5_i1,788,NA
TRINITY_DN265132_c0_g1_i1,787,NA
TRINITY_DN207324_c1_g3_i1,787,NA
TRINITY_DN189781_c3_g2_i1,787,NA
TRINITY_DN214363_c1_g1_i1,787,NA
TRINITY_DN213938_c0_g4_i1,786,NA
TRINITY_DN217909_c3_g3_i1,786,NA
TRINITY_DN197998_c0_g1_i1,786,NA
TRINITY_DN227250_c0_g1_i1,785,Tenascin-X
TRINITY_DN170974_c0_g1_i2,785,DnaJ homolog subfamily B member 5
TRINITY_DN201252_c2_g1_i2,784,NA
TRINITY_DN198304_c0_g2_i1,784,NA
TRINITY_DN172460_c0_g1_i1,784,NA
TRINITY_DN208607_c0_g3_i1,783,NA
TRINITY_DN250524_c0_g1_i1,783,Polyphosphate kinase
TRINITY_DN188675_c0_g1_i3,783,NA
TRINITY_DN209762_c3_g2_i1,783,NA
TRINITY_DN213035_c0_g2_i1,783,Probable GTP-binding protein OBGC2
TRINITY_DN199992_c0_g2_i3,783,NA
TRINITY_DN151312_c0_g1_i1,783,NA
TRINITY_DN211870_c1_g3_i1,782,Serine carboxypeptidase-like
TRINITY_DN213327_c1_g2_i2,782,NA
TRINITY_DN183350_c0_g1_i1,782,NA
TRINITY_DN213125_c1_g3_i1,782,Disease resistance protein RPP13
TRINITY_DN215742_c1_g2_i1,782,ABC transporter B family member 20
TRINITY_DN210529_c0_g2_i1,782,NA
TRINITY_DN201009_c2_g1_i5,781,NA
TRINITY_DN208331_c0_g1_i1,781,E3 ubiquitin-protein ligase ATL31
TRINITY_DN211988_c1_g2_i2,781,NA
TRINITY_DN210586_c0_g2_i2,781,NA
TRINITY_DN195110_c1_g3_i1,781,NA
TRINITY_DN211876_c3_g1_i2,781,NA
TRINITY_DN161139_c0_g1_i1,781,NA
TRINITY_DN209160_c0_g3_i1,781,SUPPRESSOR OF GAMMA RESPONSE 1
TRINITY_DN282924_c0_g1_i1,781,NA
TRINITY_DN189276_c0_g1_i2,781,"Protein translocase subunit SECA2, chloroplastic"
TRINITY_DN264010_c0_g1_i1,780,Phenylacetate-coenzyme A ligase
TRINITY_DN203666_c1_g3_i1,780,UDP-glycosyltransferase 88A1
TRINITY_DN211158_c1_g1_i1,780,NA
TRINITY_DN201010_c0_g1_i2,780,NA
TRINITY_DN268301_c0_g1_i1,779,Myosin regulatory light chain 2
TRINITY_DN216886_c0_g4_i1,778,NA
TRINITY_DN198780_c1_g1_i1,778,NA
TRINITY_DN197908_c1_g2_i1,778,NA
TRINITY_DN206556_c1_g1_i1,778,Dolichol kinase EVAN
TRINITY_DN214895_c0_g4_i1,778,NA
TRINITY_DN107865_c0_g1_i1,777,NA
TRINITY_DN144976_c0_g1_i1,777,Putative ribonuclease H protein At1g65750
TRINITY_DN207425_c1_g4_i1,777,NA
TRINITY_DN216233_c1_g2_i1,777,NA
TRINITY_DN192208_c8_g1_i1,777,Double homeobox protein A
TRINITY_DN194152_c11_g2_i1,777,NA
TRINITY_DN194201_c0_g4_i1,777,Endochitinase A
TRINITY_DN194246_c1_g1_i4,777,NA
TRINITY_DN150599_c0_g1_i1,776,NA
TRINITY_DN185502_c0_g2_i1,776,NA
TRINITY_DN79438_c0_g1_i1,776,NA
TRINITY_DN72984_c0_g1_i1,776,NA
TRINITY_DN217183_c0_g1_i1,775,NA
TRINITY_DN215404_c0_g1_i1,775,NA
TRINITY_DN261915_c0_g1_i1,775,Uncharacterized transporter YxjC
TRINITY_DN191029_c0_g1_i1,775,Scopoletin glucosyltransferase
TRINITY_DN191763_c0_g1_i1,775,NA
TRINITY_DN72519_c0_g1_i1,775,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
TRINITY_DN89292_c0_g1_i1,774,Putative glutamate--cysteine ligase 2
TRINITY_DN205240_c0_g5_i1,774,NA
TRINITY_DN158547_c0_g1_i1,773,NA
TRINITY_DN209642_c0_g3_i1,773,NA
TRINITY_DN177960_c0_g1_i1,773,NA
TRINITY_DN247964_c0_g1_i1,772,Heat shock protein beta-1
TRINITY_DN197052_c1_g1_i2,772,Hydroxyproline O-galactosyltransferase GALT4
TRINITY_DN39326_c0_g1_i1,772,NA
TRINITY_DN195055_c3_g1_i1,771,NA
TRINITY_DN192768_c1_g4_i4,770,NA
TRINITY_DN210874_c0_g2_i1,770,NA
TRINITY_DN203401_c1_g1_i3,770,NA
TRINITY_DN215043_c0_g4_i2,770,NA
TRINITY_DN204514_c2_g2_i4,769,NA
TRINITY_DN208174_c0_g1_i2,769,Transcription elongation factor 1 homolog
TRINITY_DN215030_c0_g2_i2,768,Sphingosine kinase 1
TRINITY_DN203008_c1_g3_i2,768,NA
TRINITY_DN193739_c1_g1_i2,768,Clavaminate synthase-like protein At3g21360
TRINITY_DN208885_c1_g5_i3,768,Protein NRT1/ PTR FAMILY 4.5
TRINITY_DN211003_c0_g3_i1,767,Syntaxin-43
TRINITY_DN201046_c0_g1_i1,767,NA
TRINITY_DN212325_c0_g6_i3,767,NA
TRINITY_DN63717_c0_g1_i1,767,Diaminopimelate epimerase
TRINITY_DN215674_c1_g1_i1,767,NA
TRINITY_DN251249_c0_g1_i1,767,NA
TRINITY_DN205648_c0_g2_i1,767,NA
TRINITY_DN199072_c0_g2_i1,767,H/ACA ribonucleoprotein complex subunit 3
TRINITY_DN198103_c0_g2_i4,766,NA
TRINITY_DN185352_c0_g1_i2,766,NA
TRINITY_DN209103_c0_g1_i1,766,NA
TRINITY_DN212323_c0_g1_i2,766,NA
TRINITY_DN184235_c0_g1_i1,765,Phosphoenolpyruvate synthase
TRINITY_DN193320_c0_g1_i1,765,NA
TRINITY_DN204655_c0_g1_i4,765,NA
TRINITY_DN149130_c0_g1_i1,765,NAD-dependent glycerol dehydrogenase
TRINITY_DN207131_c2_g2_i2,765,NA
TRINITY_DN143132_c0_g1_i1,765,NA
TRINITY_DN214890_c2_g2_i3,765,NA
TRINITY_DN213106_c1_g3_i1,764,NA
TRINITY_DN177704_c0_g1_i1,764,NA
TRINITY_DN202668_c1_g1_i1,764,NA
TRINITY_DN206443_c0_g1_i3,764,NA
TRINITY_DN202041_c0_g2_i1,764,Sugar transport protein MST6
TRINITY_DN199360_c0_g4_i1,763,NA
TRINITY_DN200342_c0_g1_i6,763,NA
TRINITY_DN191876_c7_g1_i4,763,40S ribosomal protein S24
TRINITY_DN185191_c0_g2_i1,763,NA
TRINITY_DN206759_c1_g2_i4,763,NA
TRINITY_DN202996_c1_g2_i2,763,NA
TRINITY_DN207758_c0_g1_i3,763,NA
TRINITY_DN203272_c2_g7_i1,763,NA
TRINITY_DN228382_c0_g1_i1,762,NA
TRINITY_DN215876_c0_g1_i3,762,NA
TRINITY_DN207251_c0_g2_i1,762,Zinc finger protein 2
TRINITY_DN195910_c0_g3_i2,762,"3-oxoacyl-[acyl-carrier-protein] synthase II, chloroplastic"
TRINITY_DN205317_c0_g2_i1,761,NA
TRINITY_DN211776_c0_g3_i1,761,NA
TRINITY_DN194287_c1_g2_i1,761,Wall-associated receptor kinase-like 8
TRINITY_DN190535_c1_g1_i1,761,NA
TRINITY_DN88450_c0_g1_i1,760,NA
TRINITY_DN199375_c1_g2_i2,760,LINE-1 retrotransposable element ORF2 protein
TRINITY_DN200872_c1_g1_i2,760,NA
TRINITY_DN196714_c3_g2_i1,759,NA
TRINITY_DN216481_c1_g2_i1,759,Wall-associated receptor kinase-like 22
TRINITY_DN194510_c0_g4_i1,759,NA
TRINITY_DN44199_c0_g1_i1,759,Myeloid leukemia factor 1
TRINITY_DN148759_c0_g1_i1,758,UDP-glucuronic acid decarboxylase 1
TRINITY_DN207408_c0_g1_i3,758,Protein HEAT INTOLERANT 4
TRINITY_DN214986_c1_g3_i1,758,NA
TRINITY_DN206193_c2_g6_i1,757,NA
TRINITY_DN217990_c0_g2_i1,757,NA
TRINITY_DN171717_c0_g1_i2,757,Insertion element ISR1 uncharacterized 10 kDa protein A3
TRINITY_DN187258_c0_g3_i1,757,NA
TRINITY_DN183874_c0_g1_i1,757,NA
TRINITY_DN175886_c0_g1_i1,757,NA
TRINITY_DN192147_c0_g1_i1,757,NA
TRINITY_DN197264_c1_g1_i1,756,NA
TRINITY_DN184497_c0_g1_i1,756,NA
TRINITY_DN196689_c0_g2_i1,756,Chitin elicitor-binding protein
TRINITY_DN78654_c0_g1_i1,756,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2
TRINITY_DN216418_c2_g4_i1,755,Protein DETOXIFICATION 16
TRINITY_DN210202_c0_g1_i5,755,NA
TRINITY_DN199790_c0_g1_i1,755,NA
TRINITY_DN24509_c0_g1_i1,755,NA
TRINITY_DN198385_c2_g1_i1,755,NA
TRINITY_DN194370_c0_g1_i1,754,NA
TRINITY_DN191275_c0_g1_i1,754,NA
TRINITY_DN194110_c0_g2_i1,754,NA
TRINITY_DN213395_c1_g1_i2,754,NA
TRINITY_DN195569_c0_g2_i1,753,NA
TRINITY_DN183551_c0_g1_i1,753,NA
TRINITY_DN206676_c0_g1_i2,753,NA
TRINITY_DN195670_c0_g2_i1,753,NA
TRINITY_DN212826_c0_g1_i1,752,Cut9-interacting protein scn1
TRINITY_DN201465_c0_g1_i1,751,NA
TRINITY_DN209336_c0_g1_i2,751,NA
TRINITY_DN200402_c0_g3_i1,751,Putative cytochrome c biogenesis ccmB-like mitochondrial protein
TRINITY_DN204976_c0_g3_i1,751,NA
TRINITY_DN206321_c2_g1_i1,751,E3 ubiquitin-protein ligase EL5
TRINITY_DN187959_c0_g1_i4,751,NA
TRINITY_DN200282_c0_g1_i1,751,NA
TRINITY_DN201445_c0_g3_i1,750,Probable sucrose-phosphate synthase 3
TRINITY_DN184411_c0_g1_i1,750,AN1-type zinc finger protein 6
TRINITY_DN205870_c1_g1_i2,750,NA
TRINITY_DN99808_c0_g1_i1,749,Probable peptide/nitrate transporter At3g43790
TRINITY_DN209188_c0_g1_i1,749,NA
TRINITY_DN187746_c2_g1_i1,749,NA
TRINITY_DN204523_c6_g5_i2,749,NA
TRINITY_DN202202_c0_g1_i2,748,1-aminocyclopropane-1-carboxylate oxidase homolog 3
TRINITY_DN212466_c1_g2_i1,748,Bark storage protein A
TRINITY_DN204203_c0_g3_i2,748,1-aminocyclopropane-1-carboxylate oxidase 1
TRINITY_DN200149_c0_g2_i2,747,"Short-chain dehydrogenase TIC 32, chloroplastic"
TRINITY_DN206725_c1_g3_i1,747,Chromatin assembly factor 1 subunit FSM
TRINITY_DN215195_c1_g4_i2,747,NA
TRINITY_DN214620_c1_g1_i4,747,NA
TRINITY_DN208594_c1_g1_i1,747,NA
TRINITY_DN186556_c0_g1_i3,747,LRR receptor kinase SERK2
TRINITY_DN213101_c0_g4_i1,747,NA
TRINITY_DN203161_c1_g2_i1,747,NA
TRINITY_DN215564_c1_g1_i2,746,NA
TRINITY_DN210951_c0_g2_i2,746,NA
TRINITY_DN188184_c1_g1_i1,745,NA
TRINITY_DN210645_c1_g4_i1,745,Putative clathrin assembly protein At5g57200
TRINITY_DN215291_c1_g4_i1,745,"Cell division cycle 20.1, cofactor of APC complex"
TRINITY_DN193696_c8_g1_i1,745,NA
TRINITY_DN194412_c3_g2_i1,744,NA
TRINITY_DN194005_c6_g2_i1,744,NA
TRINITY_DN197859_c0_g1_i1,744,NA
TRINITY_DN215573_c0_g4_i1,744,NA
TRINITY_DN214224_c0_g3_i1,744,Eukaryotic translation initiation factor 3 subunit I
TRINITY_DN195711_c0_g4_i1,744,NA
TRINITY_DN207456_c1_g1_i1,744,NA
TRINITY_DN211955_c0_g2_i3,743,ATP-dependent DNA helicase MER3 homolog
TRINITY_DN205161_c0_g4_i1,743,Probable methyltransferase PMT6
TRINITY_DN200528_c0_g2_i1,743,NA
TRINITY_DN193062_c1_g1_i4,742,NA
TRINITY_DN284191_c0_g1_i1,742,NA
TRINITY_DN209115_c0_g3_i2,742,Cytochrome P450 71A2
TRINITY_DN201582_c1_g3_i3,742,NA
TRINITY_DN197546_c0_g2_i1,742,NA
TRINITY_DN208636_c2_g3_i1,742,NA
TRINITY_DN192255_c9_g1_i1,742,NA
TRINITY_DN195760_c1_g3_i1,741,Tubulin beta-1 chain
TRINITY_DN182024_c0_g2_i1,741,NA
TRINITY_DN193867_c1_g1_i3,741,NA
TRINITY_DN197690_c0_g1_i2,740,NA
TRINITY_DN191745_c0_g2_i1,740,Receptor-like protein Cf-9 homolog
TRINITY_DN215379_c0_g2_i1,740,Protein MLN51 homolog
TRINITY_DN216694_c1_g2_i1,739,NA
TRINITY_DN169318_c0_g1_i1,739,Trk system potassium uptake protein TrkH
TRINITY_DN200644_c3_g1_i1,739,Transposon Ty3-G Gag-Pol polyprotein
TRINITY_DN199243_c0_g2_i1,739,NA
TRINITY_DN214248_c0_g2_i1,739,NA
TRINITY_DN195154_c0_g4_i1,739,NA
TRINITY_DN169121_c0_g1_i1,739,NA
TRINITY_DN196520_c1_g4_i1,738,NA
TRINITY_DN262513_c0_g1_i1,738,Muscleblind-like protein 2
TRINITY_DN133330_c0_g1_i1,738,Probable diguanylate cyclase DgcC
TRINITY_DN216222_c0_g1_i1,738,NA
TRINITY_DN194229_c1_g2_i2,738,NA
TRINITY_DN149824_c0_g1_i1,737,BolA-like protein 2
TRINITY_DN216972_c4_g3_i2,737,NA
TRINITY_DN204380_c1_g2_i1,737,NA
TRINITY_DN205215_c0_g1_i1,737,NA
TRINITY_DN195069_c5_g4_i1,737,NA
TRINITY_DN191403_c0_g2_i1,736,ATP-dependent 6-phosphofructokinase 6
TRINITY_DN230360_c0_g1_i1,736,NA
TRINITY_DN198884_c2_g4_i1,736,NA
TRINITY_DN197674_c0_g1_i1,736,NA
TRINITY_DN189399_c0_g1_i3,735,NA
TRINITY_DN210868_c0_g1_i2,735,NA
TRINITY_DN203912_c1_g3_i1,735,NA
TRINITY_DN201351_c0_g3_i1,735,NA
TRINITY_DN181600_c0_g2_i1,735,NA
TRINITY_DN213647_c0_g4_i1,734,NA
TRINITY_DN210296_c0_g1_i1,734,NA
TRINITY_DN197899_c1_g3_i1,734,NA
TRINITY_DN209945_c3_g1_i1,734,Putative ribonuclease H protein At1g65750
TRINITY_DN213338_c1_g3_i3,733,NA
TRINITY_DN209109_c2_g1_i1,733,NA
TRINITY_DN207200_c0_g1_i1,732,NA
TRINITY_DN188638_c0_g1_i1,732,NA
TRINITY_DN184873_c1_g1_i1,732,Long-chain-fatty-acid--CoA ligase
TRINITY_DN213013_c0_g1_i2,732,Protein BZR1 homolog 2
TRINITY_DN128887_c0_g2_i1,731,Endocuticle structural glycoprotein SgAbd-2
TRINITY_DN202432_c0_g1_i6,731,NA
TRINITY_DN213586_c2_g4_i2,731,NA
TRINITY_DN214357_c2_g1_i4,730,NA
TRINITY_DN204906_c3_g3_i1,730,NA
TRINITY_DN179625_c0_g1_i1,730,NA
TRINITY_DN202402_c1_g1_i1,730,Endogenous retrovirus group K member 8 Pol protein
TRINITY_DN214411_c2_g3_i1,730,NA
TRINITY_DN279515_c0_g1_i1,730,NA
TRINITY_DN213402_c1_g3_i1,730,NA
TRINITY_DN203109_c0_g3_i1,730,NA
TRINITY_DN186530_c0_g1_i2,730,NA
TRINITY_DN197431_c0_g2_i1,730,NA
TRINITY_DN144631_c0_g1_i1,730,NA
TRINITY_DN91470_c0_g1_i1,729,DNA recombination protein RmuC homolog
TRINITY_DN197645_c2_g2_i1,729,Wall-associated receptor kinase 5
TRINITY_DN203106_c0_g1_i1,729,NA
TRINITY_DN181458_c0_g1_i1,729,NA
TRINITY_DN267141_c0_g1_i1,729,"Putative ribosome-binding factor A, mitochondrial"
TRINITY_DN195792_c2_g3_i1,729,NA
TRINITY_DN196185_c1_g1_i2,728,UDP-glycosyltransferase 72B1
TRINITY_DN213083_c2_g1_i4,728,NA
TRINITY_DN144661_c0_g1_i1,728,NA
TRINITY_DN283440_c0_g1_i1,728,NA
TRINITY_DN182324_c0_g3_i1,727,NA
TRINITY_DN203483_c0_g2_i3,726,NA
TRINITY_DN213047_c0_g3_i3,726,NA
TRINITY_DN208652_c2_g2_i2,726,Retrovirus-related Pol polyprotein from transposon RE2
TRINITY_DN197614_c0_g1_i1,726,NA
TRINITY_DN190147_c0_g1_i2,726,NA
TRINITY_DN151364_c0_g1_i1,726,NA
TRINITY_DN271950_c0_g1_i1,726,Serine acetyltransferase
TRINITY_DN208832_c1_g2_i1,726,NA
TRINITY_DN210679_c1_g3_i1,726,NA
TRINITY_DN143250_c0_g1_i1,726,NA
TRINITY_DN217154_c0_g1_i1,726,NA
TRINITY_DN301750_c0_g1_i1,725,NA
TRINITY_DN208356_c3_g2_i1,725,NA
TRINITY_DN205131_c0_g1_i2,725,NA
TRINITY_DN201014_c0_g1_i1,725,NA
TRINITY_DN195823_c0_g5_i1,725,NA
TRINITY_DN210344_c3_g1_i1,725,Probable protein BRICK1
TRINITY_DN216210_c1_g8_i1,725,MDIS1-interacting receptor like kinase 2
TRINITY_DN199072_c0_g4_i1,725,NA
TRINITY_DN299428_c0_g1_i1,724,NA
TRINITY_DN215473_c2_g5_i1,724,Transposon Tf2-9 polyprotein
TRINITY_DN199462_c0_g2_i3,724,NA
TRINITY_DN207217_c2_g2_i3,724,NA
TRINITY_DN197847_c0_g2_i1,724,NA
TRINITY_DN207204_c0_g1_i1,724,Golgin subfamily A member 8A
TRINITY_DN201933_c0_g1_i1,724,NA
TRINITY_DN217447_c0_g1_i7,724,NA
TRINITY_DN198148_c0_g3_i2,724,NA
TRINITY_DN227587_c0_g1_i1,724,NA
TRINITY_DN199021_c1_g1_i1,723,NA
TRINITY_DN153478_c0_g1_i1,723,NA
TRINITY_DN194112_c1_g1_i1,722,NA
TRINITY_DN206589_c0_g2_i1,722,NA
TRINITY_DN182707_c0_g2_i1,722,NA
TRINITY_DN174562_c0_g1_i1,722,NA
TRINITY_DN188403_c0_g2_i1,722,60S ribosomal protein L28-2
TRINITY_DN202793_c0_g3_i1,722,Transmembrane 9 superfamily member 10
TRINITY_DN207110_c0_g3_i1,721,NA
TRINITY_DN64576_c0_g1_i1,720,NA
TRINITY_DN207515_c0_g3_i1,720,NA
TRINITY_DN216220_c1_g2_i1,720,NA
TRINITY_DN245044_c0_g1_i1,719,NA
TRINITY_DN189143_c0_g1_i1,719,"Folate-biopterin transporter 1, chloroplastic"
TRINITY_DN207081_c0_g3_i1,719,NA
TRINITY_DN227958_c0_g1_i1,718,NA
TRINITY_DN172823_c0_g3_i1,718,Myeloid leukemia factor 2
TRINITY_DN172676_c0_g1_i1,718,NA
TRINITY_DN204388_c2_g1_i1,718,NA
TRINITY_DN205771_c1_g2_i6,718,Ethylene-responsive transcription factor ERF010
TRINITY_DN211612_c1_g1_i2,718,NA
TRINITY_DN195846_c0_g1_i1,718,NA
TRINITY_DN168347_c0_g1_i1,718,NA
TRINITY_DN205088_c1_g2_i1,717,NA
TRINITY_DN209652_c0_g1_i1,717,NA
TRINITY_DN215716_c0_g3_i1,717,NA
TRINITY_DN178161_c0_g2_i1,717,NA
TRINITY_DN215872_c2_g4_i1,717,NA
TRINITY_DN183811_c0_g1_i1,717,NA
TRINITY_DN204777_c0_g3_i2,717,NA
TRINITY_DN170670_c0_g2_i1,717,NA
TRINITY_DN207694_c1_g1_i1,717,NA
TRINITY_DN209993_c1_g2_i1,716,NA
TRINITY_DN214417_c0_g1_i3,716,Lariat debranching enzyme
TRINITY_DN185326_c0_g2_i1,716,NA
TRINITY_DN190621_c11_g1_i1,716,NA
TRINITY_DN214738_c1_g1_i2,715,NA
TRINITY_DN187492_c1_g2_i1,715,Acetyl-coenzyme A synthetase
TRINITY_DN212152_c0_g3_i2,715,NA
TRINITY_DN301637_c0_g1_i1,715,NA
TRINITY_DN194744_c0_g4_i3,715,NA
TRINITY_DN209393_c1_g1_i1,715,NA
TRINITY_DN216447_c0_g1_i2,714,NA
TRINITY_DN208350_c1_g2_i1,714,NA
TRINITY_DN195295_c0_g3_i1,714,Probable ubiquitin conjugation factor E4
TRINITY_DN216197_c0_g2_i1,714,NA
TRINITY_DN194760_c2_g1_i1,713,NA
TRINITY_DN196056_c11_g1_i1,713,LINE-1 reverse transcriptase homolog
TRINITY_DN199469_c1_g5_i1,712,NA
TRINITY_DN210244_c1_g3_i2,712,NA
TRINITY_DN195044_c9_g2_i3,712,NA
TRINITY_DN195086_c0_g7_i2,712,NA
TRINITY_DN193224_c0_g1_i1,712,NA
TRINITY_DN210601_c0_g3_i2,711,Catalase isozyme 1
TRINITY_DN215758_c2_g1_i1,711,NA
TRINITY_DN204226_c0_g2_i2,711,Protein XRI1
TRINITY_DN209478_c0_g1_i1,711,NA
TRINITY_DN161220_c0_g1_i1,711,NA
TRINITY_DN193758_c0_g1_i1,711,NA
TRINITY_DN191848_c0_g1_i2,710,NA
TRINITY_DN263026_c0_g1_i1,710,Hepatoma-derived growth factor
TRINITY_DN206564_c0_g2_i4,710,Protein DETOXIFICATION 39
TRINITY_DN198369_c3_g1_i2,710,Ubiquitin
TRINITY_DN212573_c0_g2_i1,710,NA
TRINITY_DN214579_c1_g6_i1,710,60S ribosomal protein L13-2
TRINITY_DN220536_c0_g1_i1,710,Putative membrane fusion protein SilB
TRINITY_DN212626_c0_g1_i1,710,Retrovirus-related Pol polyprotein from transposon RE2
TRINITY_DN214457_c1_g1_i2,710,NA
TRINITY_DN191828_c0_g1_i4,710,NA
TRINITY_DN303659_c0_g1_i1,709,NA
TRINITY_DN216272_c1_g4_i1,709,L-type lectin-domain containing receptor kinase IV.2
TRINITY_DN198515_c2_g1_i2,709,"Putative acyl-coenzyme A oxidase 3.2, peroxisomal"
TRINITY_DN185708_c0_g1_i1,709,NA
TRINITY_DN65599_c0_g1_i1,709,NA
TRINITY_DN200680_c0_g3_i2,709,AAA-ATPase At3g28610
TRINITY_DN211362_c0_g3_i4,709,Very-long-chain 3-oxoacyl-CoA reductase 1
TRINITY_DN153475_c0_g1_i1,708,NA
TRINITY_DN210401_c1_g1_i1,708,NA
TRINITY_DN191056_c0_g1_i1,708,NA
TRINITY_DN201510_c0_g2_i1,708,Zinc finger AN1 domain-containing stress-associated protein 17
TRINITY_DN207611_c0_g3_i1,708,NA
TRINITY_DN215979_c1_g2_i1,708,NA
TRINITY_DN216208_c1_g1_i1,707,NA
TRINITY_DN164139_c0_g1_i1,707,Subtilisin-like protease SBT1.8
TRINITY_DN204454_c2_g5_i1,707,NA
TRINITY_DN181705_c0_g1_i1,707,NA
TRINITY_DN207484_c1_g2_i1,707,Ammonium transporter 3 member 1
TRINITY_DN220100_c0_g1_i1,707,Adenylosuccinate lyase
TRINITY_DN210349_c2_g1_i2,706,NA
TRINITY_DN218277_c1_g1_i2,706,Indole-3-acetaldehyde oxidase
TRINITY_DN185661_c0_g1_i1,706,NA
TRINITY_DN204915_c1_g5_i1,706,NA
TRINITY_DN168856_c0_g1_i1,706,NA
TRINITY_DN179323_c0_g1_i1,706,NA
TRINITY_DN282272_c0_g1_i1,706,NA
TRINITY_DN146070_c0_g1_i1,705,NA
TRINITY_DN217268_c1_g4_i1,705,NA
TRINITY_DN208013_c0_g4_i1,705,NA
TRINITY_DN198588_c3_g3_i1,705,NA
TRINITY_DN206011_c0_g1_i1,705,Transcriptional corepressor LEUNIG
TRINITY_DN69984_c0_g1_i1,705,NA
TRINITY_DN183106_c0_g1_i1,704,G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5
TRINITY_DN211538_c0_g2_i1,704,"Peptide chain release factor PrfB2, chloroplastic"
TRINITY_DN14253_c0_g1_i1,704,NA
TRINITY_DN167178_c0_g1_i1,703,NA
TRINITY_DN198563_c0_g4_i3,703,NA
TRINITY_DN207777_c0_g2_i4,703,NA
TRINITY_DN193767_c0_g2_i1,702,NA
TRINITY_DN188012_c0_g1_i1,702,NA
TRINITY_DN188022_c0_g4_i1,702,NA
TRINITY_DN206131_c0_g2_i1,701,NA
TRINITY_DN191499_c0_g1_i2,701,NA
TRINITY_DN201345_c0_g2_i1,701,NA
TRINITY_DN213276_c0_g1_i1,701,NA
TRINITY_DN207706_c1_g1_i4,701,NA
TRINITY_DN76679_c0_g1_i1,701,Probable type II secretion system protein HxcR
TRINITY_DN299560_c0_g1_i1,701,NA
TRINITY_DN188226_c6_g1_i1,700,NA
TRINITY_DN196721_c2_g1_i1,700,NA
TRINITY_DN210477_c1_g1_i1,700,"L-ascorbate peroxidase 2, cytosolic"
TRINITY_DN174105_c0_g1_i1,700,Pentatricopeptide repeat-containing protein At2g44880
TRINITY_DN193880_c1_g2_i1,700,NA
